# Constructed from biom file
#OTU ID	ITS.Mia.2	ITS.Mia.12	ITS.Mia.9	ITS.Mia.17	ITS.Mia.10	ITS.Mia.11	ITS.Mia.15	ITS.Mia.16	ITS.Mia.1	ITS.Mia.13	ITS.Mia.14	ITS.Mia.3	ITS.Mia.7	ITS.Mia.8	ITS.Mia.5	ITS.Mia.4	ITS.Mia.6
No blast hit;Other;Other;Other	0.0297668928888	0.102329118492	0.0730983700315	0.039528166596	0.0453556681559	0.0576449354894	0.0447710145588	0.0342085883923	0.0350102817326	0.0281198947966	0.0436176569172	0.0403579536688	0.0945737502908	0.11889399767	0.0621391420528	0.0367519476436	0.0390885673288
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales	0.000165240483919	0.000141783638168	1.78724621104e-05	2.01983477752e-05	2.60515038231e-05	0.0	0.0	0.0	0.0	5.79313860663e-05	1.45732231598e-05	2.20414820693e-05	2.58515946125e-05	1.25283453814e-05	2.38583766761e-05	1.16451038161e-05	6.9152706464e-05
k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis	0.0	0.0	0.0	1.00991738876e-05	0.0	0.0	2.28016371575e-05	0.0	0.0	0.0	0.000189451901077	0.0	0.0	1.25283453814e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales	0.000778990852759	0.000812033564054	0.000697026022305	0.000504958694379	0.000468927068815	0.000707299821956	0.00391048077252	0.000356699038063	0.000654887424852	0.000764694296076	0.000422623471633	0.000440829641385	0.000870337018622	0.00035079367068	0.000679963735267	0.000384288425931	0.00122746053974
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.00984361168486	0.00140494696003	0.00523663139834	0.0108970086247	0.00386864831772	0.00287797858589	0.0528541949312	0.00362452248355	0.0199347732125	0.031456742634	0.0143983444818	0.00916925654081	0.00501520935483	0.00469812951803	0.00305387221453	0.00255027773573	0.00240305654963
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales	0.00388315137209	6.44471082583e-05	0.000625536173863	0.000111090912763	0.000260515038231	3.65844735494e-05	0.00104887530925	0.000230128411654	7.85864909822e-05	0.000799453127716	0.00311866975619	0.00014326963345	0.000508414694046	3.75850361443e-05	8.35043183662e-05	0.000128096141977	0.000138305412928
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis	0.0	2.57788433033e-05	0.0	1.00991738876e-05	0.0	0.0	0.0	0.0	0.0	0.000231725544265	0.000932686282225	0.0	8.61719820418e-06	1.25283453814e-05	1.1929188338e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetidae_ord_Incertae_sedis	0.00015343759221	0.00616114354949	0.0142800972262	9.08925649882e-05	0.00424639512316	0.00389014902076	0.000296421283048	0.000149583467575	0.00429606150703	0.000196966712626	0.000291464463195	0.000407767418281	0.00207674476721	0.00220498878713	0.00125256477549	0.00565952045462	0.00107186695019
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales	5.90144585423e-05	0.0	0.0	0.0	2.60515038231e-05	1.21948245165e-05	2.28016371575e-05	0.0	0.0	0.0	0.000131159008438	1.10207410346e-05	1.72343964084e-05	1.25283453814e-05	1.1929188338e-05	0.0	1.7288176616e-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Microthyriales	0.0	0.0	8.93623105519e-05	0.000161586782201	0.0	0.0	0.0	0.0	1.3097748497e-05	0.0	0.0	0.0	8.61719820418e-06	0.0	0.000131221071718	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Patellariales	0.0	0.0	0.000268086931656	0.0	6.51287595576e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000137811799196	0.000262442143437	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.195314251992	0.0524212778573	0.0978696025164	0.10980831768	0.0831042971956	0.0399624399405	0.0863497999156	0.0825700741013	0.050832361917	0.0510491374017	0.0410090499716	0.0860058630342	0.178186424466	0.137360778762	0.166579185952	0.0815506620242	0.117715194578
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Trypetheliales	0.0	2.57788433033e-05	1.78724621104e-05	2.01983477752e-05	3.90772557346e-05	0.0	2.28016371575e-05	0.0	0.0	0.0	0.0	0.0	8.61719820418e-06	1.25283453814e-05	0.0	1.16451038161e-05	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales	0.00158158748893	0.0	0.00318129825565	4.03966955503e-05	0.0024879186151	0.0	0.00139089986661	0.000540801767386	0.00013097748497	0.000521382474597	0.000116585785278	0.000484912605524	0.00112885296475	0.00061388892369	0.000548742663549	0.000535674775541	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Valsariales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4576353232e-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales	2.36057834169e-05	0.000283567276336	1.78724621104e-05	8.07933911006e-05	1.30257519115e-05	0.000121948245165	2.28016371575e-05	0.0	1.3097748497e-05	6.95176632796e-05	0.00303123041723	1.10207410346e-05	3.44687928167e-05	0.000563775542164	1.1929188338e-05	0.0	0.00025932264924
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified	0.00173502508114	0.00148228348994	0.00296682871032	0.00973560362762	0.000442875564992	0.000853637716153	0.0108649801056	0.0011276292171	0.000196466227456	0.00135559443395	0.00100555239802	0.0201018316472	0.00202504157798	0.0033701249076	0.00277950088276	0.000174676557242	0.00418373874107
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Arachnomycetales	0.0	0.0365672892257	0.00244852730912	0.00128259508372	0.000117231767204	0.00065852052389	4.56032743151e-05	0.00017259630874	0.0	6.95176632796e-05	0.0	2.20414820693e-05	0.000827251027601	0.00150340144577	0.00654912439758	0.000128096141977	0.000484068945248
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.0158512835645	0.00510421097405	0.00550471833	0.0253186289362	0.0405882429563	0.00391453866979	0.0638445840411	0.0390182721959	0.02213519496	0.0159658899999	0.0179833573792	0.0149110626199	0.000947891802459	0.00231774389556	0.00506990504366	0.00507726526382	0.00103729059696
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales	0.394322809088	0.146514055914	0.220653417215	0.295713910602	0.108217946881	0.103436501549	0.164000775256	0.125834215492	0.161848878178	0.0957721674449	0.189641352978	0.117315788314	0.0145716821633	0.131134191107	0.223922794293	0.330860689623	0.231402244005
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales	0.000212452050752	0.00230720647565	0.00596940234487	0.0109172069725	0.00285263966862	0.322089705129	0.00018241309726	0.00164541814332	0.000314345963929	0.00278070653118	0.00145732231598	0.000187352597589	0.000353305126371	0.0186672346183	0.00078732643031	0.00365656259826	0.00150407136559
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Pyrenulales	1.18028917085e-05	1.28894216517e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales	2.36057834169e-05	2.57788433033e-05	8.93623105519e-05	1.00991738876e-05	0.0	0.0	0.0	0.0	1.3097748497e-05	1.15862772133e-05	0.0	3.30622231039e-05	1.72343964084e-05	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unidentified	2.36057834169e-05	0.0	0.0	3.02975216627e-05	0.0	1.21948245165e-05	1.14008185788e-05	0.0	1.3097748497e-05	0.0	0.000320610909515	2.20414820693e-05	0.0	0.0	0.0	1.16451038161e-05	0.0
k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales	2.36057834169e-05	1.28894216517e-05	0.0	1.00991738876e-05	1.30257519115e-05	1.21948245165e-05	0.0	0.0	0.0	0.0	0.0	1.10207410346e-05	0.0	1.25283453814e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales	0.0	0.0	1.78724621104e-05	0.0	0.0	1.21948245165e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Agyriales	0.0	0.00038668264955	0.000160852158993	3.02975216627e-05	2.60515038231e-05	0.0	4.56032743151e-05	1.15064205827e-05	0.0	0.0	5.82928926391e-05	0.0	0.000137875171267	2.50566907629e-05	1.1929188338e-05	1.16451038161e-05	3.4576353232e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Candelariales	1.18028917085e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1929188338e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales	0.000236057834169	0.00038668264955	0.000303831855876	0.000242380173302	0.000208412030584	0.00178044437941	0.000273619645891	0.000414231140977	0.000314345963929	0.000231725544265	0.000349757355834	0.000374705195177	0.000517031892251	0.00061388892369	0.000560671851887	0.000291127595403	0.00121017236312
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales	1.18028917085e-05	2.57788433033e-05	0.0	0.0	1.30257519115e-05	0.0	0.0	1.15064205827e-05	0.0	1.15862772133e-05	0.0	3.30622231039e-05	0.0	0.0	1.1929188338e-05	2.32902076322e-05	1.7288176616e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales	3.54086751254e-05	2.57788433033e-05	0.0	5.04958694379e-05	3.90772557346e-05	0.0	1.14008185788e-05	1.15064205827e-05	0.0	0.0	0.000466343141113	2.20414820693e-05	8.61719820418e-06	0.0	1.1929188338e-05	0.0	1.7288176616e-05
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales	2.36057834169e-05	2.57788433033e-05	0.0	1.00991738876e-05	1.30257519115e-05	0.0	5.70040928939e-05	2.30128411654e-05	0.0	2.31725544265e-05	0.0	0.0	0.0	1.25283453814e-05	4.77167533521e-05	0.00161866943044	0.000121017236312
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales	0.000165240483919	0.000554245131021	5.36173863311e-05	0.000171685956089	0.000586158836019	0.000999975610351	0.000171012278682	0.000529295346804	0.000117879736473	0.000173794158199	0.000349757355834	0.000341642972073	0.00031021913535	0.00140317468272	0.000548742663549	5.82255190805e-05	0.000414916238784
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales	2.36057834169e-05	2.57788433033e-05	7.14898484415e-05	9.08925649882e-05	1.30257519115e-05	1.21948245165e-05	2.28016371575e-05	0.0	0.0	2.31725544265e-05	0.0	0.0	4.30859910209e-05	0.0	0.0	2.32902076322e-05	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales	1.18028917085e-05	2.57788433033e-05	1.78724621104e-05	6.05950433255e-05	6.51287595576e-05	1.21948245165e-05	0.0	2.30128411654e-05	1.3097748497e-05	2.31725544265e-05	1.45732231598e-05	7.71451872424e-05	0.000180961162288	3.75850361443e-05	0.0	3.49353114483e-05	0.0
