# Constructed from biom file
#OTU ID	ITS.Mia.2	ITS.Mia.12	ITS.Mia.9	ITS.Mia.17	ITS.Mia.10	ITS.Mia.11	ITS.Mia.15	ITS.Mia.16	ITS.Mia.1	ITS.Mia.13	ITS.Mia.14	ITS.Mia.3	ITS.Mia.7	ITS.Mia.8	ITS.Mia.5	ITS.Mia.4	ITS.Mia.6
No blast hit;Other;Other	0.0297668928888	0.102329118492	0.0730983700315	0.039528166596	0.0453556681559	0.0576449354894	0.0447710145588	0.0342085883923	0.0350102817326	0.0281198947966	0.0436176569172	0.0403579536688	0.0945737502908	0.11889399767	0.0621391420528	0.0367519476436	0.0390885673288
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes	0.000165240483919	0.000141783638168	1.78724621104e-05	2.01983477752e-05	2.60515038231e-05	0.0	0.0	0.0	0.0	5.79313860663e-05	1.45732231598e-05	2.20414820693e-05	2.58515946125e-05	1.25283453814e-05	2.38583766761e-05	1.16451038161e-05	6.9152706464e-05
k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis	0.0	0.0	0.0	1.00991738876e-05	0.0	0.0	2.28016371575e-05	0.0	0.0	0.0	0.000189451901077	0.0	0.0	1.25283453814e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.213372676306	0.062681257492	0.12525021447	0.131460946495	0.0950228601946	0.0484622326285	0.156784057095	0.0885994384867	0.0761503097618	0.0864452142882	0.0644573660356	0.116775772003	0.189888579627	0.149375461983	0.175406785322	0.090994841219	0.127050809951
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.410445559162	0.190531430855	0.234665427509	0.33327273829	0.151776061273	0.430111460696	0.228084776487	0.16667050214	0.184324614599	0.114599867916	0.209402643583	0.132491348718	0.0167173645161	0.153622571067	0.236329150165	0.339734258731	0.234427674913
k__Fungi;p__Ascomycota;c__Geoglossomycetes	2.36057834169e-05	1.28894216517e-05	0.0	1.00991738876e-05	1.30257519115e-05	1.21948245165e-05	0.0	0.0	0.0	0.0	0.0	1.10207410346e-05	0.0	1.25283453814e-05	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes	0.000507524343464	0.00143072580333	0.000607663711753	0.000595851259367	0.000898776881896	0.00280480963879	0.000581441747517	0.00100105859069	0.000432225700402	0.000463451088531	0.00122415074542	0.000771451872424	0.00101682938809	0.00205464864255	0.00120484802214	0.002026248064	0.00181525854468
k__Fungi;p__Ascomycota;c__Leotiomycetes	0.0124874594276	0.0977404843845	0.0109379468116	0.00605950433255	0.0042984981308	0.00278041998976	0.0325265354052	0.00180650803148	0.00368046732767	0.0494502311462	0.0159722525831	0.0602173290132	0.0529957689557	0.0038462020321	0.00220689984253	0.00711515843164	0.006258319935
k__Fungi;p__Ascomycota;c__Orbiliomycetes	0.00114488049572	0.00355748037586	0.000893623105519	0.00206023147307	0.00389469982155	0.00180483402844	0.00785516400078	0.0122083122382	0.002187323999	0.00210870245281	0.00164677421705	0.0230002865393	0.000758313441967	0.00171638331726	0.00392470296321	0.00204953827163	0.0181871618
k__Fungi;p__Ascomycota;c__Pezizomycetes	0.0103393331366	0.00299034582318	0.0957606519874	0.0018683471692	0.118013312318	0.00341455086461	0.00275899809606	0.0234500851475	0.0112640637074	0.323002236152	0.00370159868258	0.00191760894003	0.0199918998337	0.00804319773488	0.00616739037076	0.0252349399695	0.078834085369
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis	0.00114488049572	0.000335124962943	0.000965112953961	0.000191884303864	0.00155006447747	4.87792980659e-05	0.000193813915839	0.000149583467575	0.000170270730461	0.000359174593611	0.000218598347396	0.000672265203112	8.61719820418e-06	0.000150340144577	4.77167533521e-05	0.000128096141977	0.00017288176616
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.000719976394217	0.0	0.000107234772662	0.0	9.11802633807e-05	0.0	0.00385347667963	0.0	2.61954969941e-05	0.00118180027575	0.00109299173698	5.51037051731e-05	8.61719820418e-05	1.25283453814e-05	0.0	3.49353114483e-05	1.7288176616e-05
k__Fungi;p__Ascomycota;c__Sordariomycetes	0.151183239894	0.29779719784	0.25881112382	0.288392009534	0.287895168749	0.227079827321	0.104351692452	0.222453629125	0.230874012757	0.0959575478803	0.229411678981	0.131708876105	0.197058088533	0.262230797179	0.239275659684	0.286096910554	0.32180211953
k__Fungi;p__Ascomycota;c__Taphrinomycetes	1.18028917085e-05	1.28894216517e-05	3.57449242208e-05	5.04958694379e-05	0.000403798309257	1.21948245165e-05	2.28016371575e-05	6.90385234961e-05	0.0	5.79313860663e-05	0.000218598347396	4.40829641385e-05	9.47891802459e-05	0.000338265325298	0.0	3.49353114483e-05	5.1864529848e-05
k__Fungi;p__Ascomycota;c__unidentified	0.0537267630569	0.104507430752	0.0711145267372	0.0675331757862	0.104349298563	0.0547059827809	0.0796119161356	0.081200810052	0.133610132418	0.0591016000649	0.104956353197	0.285238819458	0.0516773376304	0.040729650835	0.150164622799	0.0510288449222	0.0664903272652
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.0267807612865	0.0793215008443	0.0169788390049	0.0393665798138	0.0598272785297	0.10303407234	0.102345148382	0.147489299029	0.0560190703218	0.116001807459	0.0430201547676	0.085939738588	0.165536377502	0.196507097308	0.083110655151	0.0605428947399	0.054163857338
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes	1.18028917085e-05	0.0	3.57449242208e-05	5.04958694379e-05	0.000325643797788	0.0	3.42024557363e-05	9.20513646615e-05	0.0	8.11039404929e-05	8.74393389586e-05	6.61244462078e-05	0.0	0.0	0.0	1.16451038161e-05	0.0
k__Fungi;p__Basidiomycota;c__Atractiellomycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160305454757	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.00015343759221	6.44471082583e-05	0.000214469545325	0.000383768607728	7.81545114692e-05	0.0	0.00167592033108	0.0	1.3097748497e-05	0.000115862772133	0.000335184132675	0.000264497784831	6.03203874292e-05	0.000814342449793	0.0	3.49353114483e-05	3.4576353232e-05
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes	0.0	0.0	0.0	0.0	0.0	0.0	1.14008185788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1929188338e-05	0.0	0.0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.000283269401003	3.8668264955e-05	0.000285959393766	0.000100991738876	7.81545114692e-05	0.0	5.70040928939e-05	4.60256823307e-05	1.3097748497e-05	0.000104276494919	1.45732231598e-05	0.000110207410346	0.000672141459926	0.000739172377504	0.00017893782507	0.000314417803035	0.000311187179088
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.0325641782237	0.00308057177474	0.00845367457821	0.0127047607506	0.00504096598976	0.000939001487769	0.0413621698038	0.00530445988862	0.0234449698097	0.0473878738023	0.116294320815	0.0294584407856	0.00754866562686	0.00880742680314	0.00506990504366	0.0112491702864	0.0110817212109
k__Fungi;p__Basidiomycota;c__Tritirachiomycetes	0.0	0.000116004794865	0.0	0.0	0.000403798309257	0.000487792980659	3.42024557363e-05	1.15064205827e-05	0.0	0.0	0.0	1.10207410346e-05	8.61719820418e-05	1.25283453814e-05	0.00112134370377	0.000151386349609	0.00337119444012
k__Fungi;p__Basidiomycota;c__Ustilaginomycotina_cls_Incertae_sedis	3.54086751254e-05	1.28894216517e-05	0.0	0.0	0.0	0.0	1.14008185788e-05	3.45192617481e-05	0.0	1.15862772133e-05	0.0	0.0	0.0	0.0	0.000143150260056	0.0	0.000190169942776
k__Fungi;p__Basidiomycota;c__Wallemiomycetes	0.0	0.000399572071201	0.00187660852159	0.000545355389929	3.90772557346e-05	0.000146337894198	0.0111728022072	0.000276154093984	0.00013097748497	0.00111228261247	0.000830673720107	0.000528995569662	8.61719820418e-06	0.00310702965459	0.00227847497256	0.000197966764874	0.000276610825856
