# Constructed from biom file
#OTU ID	ITS.Mia.2	ITS.Mia.12	ITS.Mia.9	ITS.Mia.17	ITS.Mia.10	ITS.Mia.11	ITS.Mia.15	ITS.Mia.16	ITS.Mia.1	ITS.Mia.13	ITS.Mia.14	ITS.Mia.3	ITS.Mia.7	ITS.Mia.8	ITS.Mia.5	ITS.Mia.4	ITS.Mia.6
No blast hit;Other	0.0297668928888	0.102329118492	0.0730983700315	0.039528166596	0.0453556681559	0.0576449354894	0.0447710145588	0.0342085883923	0.0350102817326	0.0281198947966	0.0436176569172	0.0403579536688	0.0945737502908	0.11889399767	0.0621391420528	0.0367519476436	0.0390885673288
k__Fungi;p__Ascomycota	0.855272941871	0.761739040769	0.799167143266	0.831525581207	0.768232796238	0.771237286895	0.616647475289	0.597608965803	0.642719616498	0.73278568863	0.63250703158	0.752926006745	0.530319611881	0.622157631642	0.814751634299	0.804490352031	0.855176944488
k__Fungi;p__Basidiomycota	0.0600531130127	0.0832269956047	0.0296146697169	0.0533943323436	0.0661708197106	0.104619399527	0.156715652184	0.154001933079	0.0797128973529	0.164872724745	0.16091753013	0.116544336441	0.173938145751	0.210313333918	0.0919382545212	0.0725839320858	0.0694811818198
k__Fungi;p__Chytridiomycota	0.000838005311301	0.00341569673769	0.00239490992279	0.000737239693793	0.0021492490654	0.00254871832394	0.00139089986661	0.0811893036314	0.000497714442887	0.000324415761972	0.00348300033518	0.000573078533801	0.000284367540738	0.00131547626505	0.00145536097724	0.0010829946549	0.00273153190533
k__Fungi;p__Glomeromycota	0.000672764827383	0.00150806233324	0.000303831855876	0.000282776868852	0.000573133084107	0.000256091314846	0.00435511269709	0.000276154093984	0.00170270730461	0.000625658969517	0.00136988297702	0.00321805638211	0.00239558110076	0.00052619050602	0.000405592403493	0.0013042516274	0.00639662534792
k__Fungi;p__Rozellomycota	0.000177043375627	0.0	3.57449242208e-05	0.0	0.0	1.21948245165e-05	4.56032743151e-05	0.000460256823307	0.00209563975953	0.0	0.000145732231598	0.00362582380039	8.61719820418e-05	0.0	0.00140764422389	0.000116451038161	0.00136576595266
k__Fungi;p__Zygomycota	0.00660961935674	0.00577446089994	0.050847154704	0.0157850087863	0.0807075588438	0.02257262018	0.00910925404444	0.0807635660699	0.0514479560963	0.0103002004426	0.0153601772104	0.007956975027	0.00239558110076	0.0225760783773	0.00350718137138	0.0137994480221	0.00390712791522
k__Fungi;p__unidentified	0.044898200059	0.0401505484449	0.042750929368	0.0570906299865	0.0349871696344	0.0406209604644	0.164855836649	0.0485110691766	0.182975546504	0.0618707203189	0.137527506959	0.0715907337609	0.19539496928	0.0213107154938	0.0207567877082	0.0688807890722	0.0214892035337
k__Plantae;p__unidentified	2.36057834169e-05	0.0	0.0	0.0	0.0	2.4389649033e-05	0.0	0.0	0.0	0.0	0.000189451901077	0.0	0.0	0.0	1.1929188338e-05	0.0	0.0
k__Protista;p__Cercozoa	0.00165240483919	0.00116004794865	0.00178724621104	0.00160576864812	0.00179755376379	0.000463403331626	0.00210915143707	0.00289961798684	0.00374595607015	0.00108911005805	0.00479459041956	0.00309682823073	0.000611821072496	0.00289404778311	0.00361454406642	0.000966543616736	0.000328475355704
k__Protista;p__unidentified	3.54086751254e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.60256823307e-05	2.61954969941e-05	0.0	0.0	2.20414820693e-05	0.0	1.25283453814e-05	1.1929188338e-05	1.16451038161e-05	0.0
k__unidentified;p__unidentified	0.0	0.000696028769189	0.0	5.04958694379e-05	2.60515038231e-05	0.0	0.0	3.45192617481e-05	6.54887424852e-05	1.15862772133e-05	8.74393389586e-05	8.8165928277e-05	0.0	0.0	0.0	1.16451038161e-05	3.4576353232e-05
